PRODUCT_TYPE,PRODUCT_ID,PARENT_ID,SKU,PRODUCT_NAME,PRODUCT_SUMMARY,PRODUCT_DESCRIPTION,ORIGINAL_PRICE,SELLING_PRICE,PRICE_RANGE,BRAND,VARIANT_COLOR,VARIANT_SIZE,VARIANT_FIT,Color,THUMBNAIL_IMAGES,FULL_SIZE_IMAGES,ACTIVE,PUBLISHED,COLLECTIONS,Gender,Details,Fabric,Measurements,Season,variantPosition
VARIANT,BR1010RED6,BR1010,BR1010RED6,Delarathien 6,Ankle boot - Block heel,"The runway comes your way via this platform ankle boot. As a 70s -inspired silhouette that's been stomping out all the trends, it's perched on a chunky heel and supported by thick platform sole. Turn heads and spotlight it with high hemlines and cropped trousers.",120,120,100-149.99,Aldo,Red||#ff0000|Red,6,,Red,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1010RED/apparelProductCatalog_BR1010RED_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1010RED/apparelProductCatalog_BR1010RED_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1010RED/apparelProductCatalog_BR1010RED_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1010RED/apparelProductCatalog_BR1010RED_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1010RED/apparelProductCatalog_BR1010RED_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1010RED/apparelProductCatalog_BR1010RED_6.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1010RED/apparelProductCatalog_BR1010RED_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1010RED/apparelProductCatalog_BR1010RED_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1010RED/apparelProductCatalog_BR1010RED_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1010RED/apparelProductCatalog_BR1010RED_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1010RED/apparelProductCatalog_BR1010RED_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1010RED/apparelProductCatalog_BR1010RED_6.jpg,TRUE,TRUE,,FEMALE,"Ankle boot, Square toe, Block heel, Zipper closure","Upper: Synthetic, Sole: Synthetic","Heel Height: 4.75'', Platform Height: 1.75'', Shaft Height: 5.5''","Autumn, Winter",1
VARIANT,BR1010RED7,BR1010,BR1010RED7,Delarathien 7,Ankle boot - Block heel,"The runway comes your way via this platform ankle boot. As a 70s -inspired silhouette that's been stomping out all the trends, it's perched on a chunky heel and supported by thick platform sole. Turn heads and spotlight it with high hemlines and cropped trousers.",120,120,100-149.99,Aldo,Red||#ff0000|Red,7,,Red,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1010RED/apparelProductCatalog_BR1010RED_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1010RED/apparelProductCatalog_BR1010RED_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1010RED/apparelProductCatalog_BR1010RED_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1010RED/apparelProductCatalog_BR1010RED_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1010RED/apparelProductCatalog_BR1010RED_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1010RED/apparelProductCatalog_BR1010RED_6.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1010RED/apparelProductCatalog_BR1010RED_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1010RED/apparelProductCatalog_BR1010RED_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1010RED/apparelProductCatalog_BR1010RED_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1010RED/apparelProductCatalog_BR1010RED_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1010RED/apparelProductCatalog_BR1010RED_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1010RED/apparelProductCatalog_BR1010RED_6.jpg,TRUE,TRUE,,FEMALE,"Ankle boot, Square toe, Block heel, Zipper closure","Upper: Synthetic, Sole: Synthetic","Heel Height: 4.75'', Platform Height: 1.75'', Shaft Height: 5.5''","Autumn, Winter",2
VARIANT,BR1010RED8,BR1010,BR1010RED8,Delarathien 8,Ankle boot - Block heel,"The runway comes your way via this platform ankle boot. As a 70s -inspired silhouette that's been stomping out all the trends, it's perched on a chunky heel and supported by thick platform sole. Turn heads and spotlight it with high hemlines and cropped trousers.",120,120,100-149.99,Aldo,Red||#ff0000|Red,8,,Red,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1010RED/apparelProductCatalog_BR1010RED_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1010RED/apparelProductCatalog_BR1010RED_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1010RED/apparelProductCatalog_BR1010RED_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1010RED/apparelProductCatalog_BR1010RED_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1010RED/apparelProductCatalog_BR1010RED_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1010RED/apparelProductCatalog_BR1010RED_6.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1010RED/apparelProductCatalog_BR1010RED_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1010RED/apparelProductCatalog_BR1010RED_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1010RED/apparelProductCatalog_BR1010RED_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1010RED/apparelProductCatalog_BR1010RED_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1010RED/apparelProductCatalog_BR1010RED_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1010RED/apparelProductCatalog_BR1010RED_6.jpg,TRUE,TRUE,,FEMALE,"Ankle boot, Square toe, Block heel, Zipper closure","Upper: Synthetic, Sole: Synthetic","Heel Height: 4.75'', Platform Height: 1.75'', Shaft Height: 5.5''","Autumn, Winter",3
VARIANT,BR1010RED9,BR1010,BR1010RED9,Delarathien 9,Ankle boot - Block heel,"The runway comes your way via this platform ankle boot. As a 70s -inspired silhouette that's been stomping out all the trends, it's perched on a chunky heel and supported by thick platform sole. Turn heads and spotlight it with high hemlines and cropped trousers.",125,125,100-149.99,Aldo,Red||#ff0000|Red,9,,Red,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1010RED/apparelProductCatalog_BR1010RED_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1010RED/apparelProductCatalog_BR1010RED_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1010RED/apparelProductCatalog_BR1010RED_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1010RED/apparelProductCatalog_BR1010RED_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1010RED/apparelProductCatalog_BR1010RED_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1010RED/apparelProductCatalog_BR1010RED_6.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1010RED/apparelProductCatalog_BR1010RED_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1010RED/apparelProductCatalog_BR1010RED_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1010RED/apparelProductCatalog_BR1010RED_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1010RED/apparelProductCatalog_BR1010RED_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1010RED/apparelProductCatalog_BR1010RED_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1010RED/apparelProductCatalog_BR1010RED_6.jpg,TRUE,TRUE,,FEMALE,"Ankle boot, Square toe, Block heel, Zipper closure","Upper: Synthetic, Sole: Synthetic","Heel Height: 4.75'', Platform Height: 1.75'', Shaft Height: 5.5''","Autumn, Winter",4
VARIANT,BR1011BLA5,BR1011,BR1011BLA5,Wocia 5,High heel shoe - Block heel,A modern block heel makes this classic ankle-strap high heel feel new and exciting.,59.99,59.99,50-99.99,Aldo,Black||#000000|Black,5,,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLA/apparelProductCatalog_BR1011BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLA/apparelProductCatalog_BR1011BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLA/apparelProductCatalog_BR1011BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLA/apparelProductCatalog_BR1011BLA_4.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLA/apparelProductCatalog_BR1011BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLA/apparelProductCatalog_BR1011BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLA/apparelProductCatalog_BR1011BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLA/apparelProductCatalog_BR1011BLA_4.jpg,TRUE,TRUE,,FEMALE,"High heel shoe, Pointy toe, Block heel, Buckle closure","Upper: Textile, Lining: Synthetic, Sole: Rubber",Heel Height: 2.25'',"Summer, Spring",0
VARIANT,BR1011BLA6,BR1011,BR1011BLA6,Wocia 6,High heel shoe - Block heel,A modern block heel makes this classic ankle-strap high heel feel new and exciting.,59.99,59.99,50-99.99,Aldo,Black||#000000|Black,6,,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLA/apparelProductCatalog_BR1011BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLA/apparelProductCatalog_BR1011BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLA/apparelProductCatalog_BR1011BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLA/apparelProductCatalog_BR1011BLA_4.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLA/apparelProductCatalog_BR1011BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLA/apparelProductCatalog_BR1011BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLA/apparelProductCatalog_BR1011BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLA/apparelProductCatalog_BR1011BLA_4.jpg,TRUE,TRUE,,FEMALE,"High heel shoe, Pointy toe, Block heel, Buckle closure","Upper: Textile, Lining: Synthetic, Sole: Rubber",Heel Height: 2.25'',"Summer, Spring",1
VARIANT,BR1011BLA7,BR1011,BR1011BLA7,Wocia 7,High heel shoe - Block heel,A modern block heel makes this classic ankle-strap high heel feel new and exciting.,59.99,59.99,50-99.99,Aldo,Black||#000000|Black,7,,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLA/apparelProductCatalog_BR1011BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLA/apparelProductCatalog_BR1011BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLA/apparelProductCatalog_BR1011BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLA/apparelProductCatalog_BR1011BLA_4.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLA/apparelProductCatalog_BR1011BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLA/apparelProductCatalog_BR1011BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLA/apparelProductCatalog_BR1011BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLA/apparelProductCatalog_BR1011BLA_4.jpg,TRUE,TRUE,,FEMALE,"High heel shoe, Pointy toe, Block heel, Buckle closure","Upper: Textile, Lining: Synthetic, Sole: Rubber",Heel Height: 2.25'',"Summer, Spring",2
VARIANT,BR1011BLA8,BR1011,BR1011BLA8,Wocia 8,High heel shoe - Block heel,A modern block heel makes this classic ankle-strap high heel feel new and exciting.,59.99,59.99,50-99.99,Aldo,Black||#000000|Black,8,,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLA/apparelProductCatalog_BR1011BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLA/apparelProductCatalog_BR1011BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLA/apparelProductCatalog_BR1011BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLA/apparelProductCatalog_BR1011BLA_4.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLA/apparelProductCatalog_BR1011BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLA/apparelProductCatalog_BR1011BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLA/apparelProductCatalog_BR1011BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLA/apparelProductCatalog_BR1011BLA_4.jpg,TRUE,TRUE,,FEMALE,"High heel shoe, Pointy toe, Block heel, Buckle closure","Upper: Textile, Lining: Synthetic, Sole: Rubber",Heel Height: 2.25'',"Summer, Spring",3
VARIANT,BR1011BLA9,BR1011,BR1011BLA9,Wocia 9,High heel shoe - Block heel,A modern block heel makes this classic ankle-strap high heel feel new and exciting.,59.99,59.99,50-99.99,Aldo,Black||#000000|Black,9,,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLA/apparelProductCatalog_BR1011BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLA/apparelProductCatalog_BR1011BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLA/apparelProductCatalog_BR1011BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLA/apparelProductCatalog_BR1011BLA_4.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLA/apparelProductCatalog_BR1011BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLA/apparelProductCatalog_BR1011BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLA/apparelProductCatalog_BR1011BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLA/apparelProductCatalog_BR1011BLA_4.jpg,TRUE,TRUE,,FEMALE,"High heel shoe, Pointy toe, Block heel, Buckle closure","Upper: Textile, Lining: Synthetic, Sole: Rubber",Heel Height: 2.25'',"Summer, Spring",4
VARIANT,BR1011BLU5,BR1011,BR1011BLU5,Wocia 5,High heel shoe - Block heel,A modern block heel makes this classic ankle-strap high heel feel new and exciting.,59.99,59.99,50-99.99,Aldo,Blue||#376bcc|Blue,5,,Blue,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_5.jpg,TRUE,TRUE,,FEMALE,"High heel shoe, Pointy toe, Block heel, Buckle closure","Upper: Textile, Lining: Synthetic, Sole: Rubber",Heel Height: 2.25'',"Summer, Spring",5
VARIANT,BR1011BLU6,BR1011,BR1011BLU6,Wocia 6,High heel shoe - Block heel,A modern block heel makes this classic ankle-strap high heel feel new and exciting.,59.99,59.99,50-99.99,Aldo,Blue||#376bcc|Blue,6,,Blue,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_5.jpg,TRUE,TRUE,,FEMALE,"High heel shoe, Pointy toe, Block heel, Buckle closure","Upper: Textile, Lining: Synthetic, Sole: Rubber",Heel Height: 2.25'',"Summer, Spring",6
VARIANT,BR1011BLU7,BR1011,BR1011BLU7,Wocia 7,High heel shoe - Block heel,A modern block heel makes this classic ankle-strap high heel feel new and exciting.,59.99,59.99,50-99.99,Aldo,Blue||#376bcc|Blue,7,,Blue,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_5.jpg,TRUE,TRUE,,FEMALE,"High heel shoe, Pointy toe, Block heel, Buckle closure","Upper: Textile, Lining: Synthetic, Sole: Rubber",Heel Height: 2.25'',"Summer, Spring",7
VARIANT,BR1011BLU8,BR1011,BR1011BLU8,Wocia 8,High heel shoe - Block heel,A modern block heel makes this classic ankle-strap high heel feel new and exciting.,59.99,59.99,50-99.99,Aldo,Blue||#376bcc|Blue,8,,Blue,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_5.jpg,TRUE,TRUE,,FEMALE,"High heel shoe, Pointy toe, Block heel, Buckle closure","Upper: Textile, Lining: Synthetic, Sole: Rubber",Heel Height: 2.25'',"Summer, Spring",8
VARIANT,BR1011BLU9,BR1011,BR1011BLU9,Wocia 8,High heel shoe - Block heel,A modern block heel makes this classic ankle-strap high heel feel new and exciting.,59.99,59.99,50-99.99,Aldo,Blue||#376bcc|Blue,8,,Blue,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1011BLU/apparelProductCatalog_BR1011BLU_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1011BLU/apparelProductCatalog_BR1011BLU_5.jpg,TRUE,TRUE,,FEMALE,"High heel shoe, Pointy toe, Block heel, Buckle closure","Upper: Textile, Lining: Synthetic, Sole: Rubber",Heel Height: 2.25'',"Summer, Spring",9
VARIANT,BR1020YEL5,BR1020,BR1020YEL5,Karla 5,High heel sandal,"As the weather changes, it’s time to adjust your wardrobe to accomodate warm weather trends. Cue in ‘90s inspired square toe slip on slingback sandals in fresh spring-inspired tones.",80,80,50-99.99,Aldo,Yellow||#ffe106|Yellow,5,,Yellow,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_5.jpg,TRUE,TRUE,,FEMALE,"High heel, Square toe, Slip on","Upper: Synthetic, Sole: Rubber",Heel Height: 3.5'',"Summer, Spring",0
